Company_Name,Rating_Date,Rating_Agency,Rating,Sector,Industry_Group,Security_Name,TotalAsset ,TotalEquity ,TotalDebt,Revenue,EBITDA,NetIncome,cashFromOperations,FreeCashFlow,quickRatio,currentRatio,cashRatio,debtEquityRatio,debtEbitdaRatio,ebitdaInterestExpense,grossProfitMargin,ebitdaMargin ,netProfitMargin,ROA,ROE,assetTurnover,payablesTurnover,receivablesTurnover,inventoryTurnover
Bakrieland Development Tbk PT,06/08/2012,PEFIN,BB,Real Estate,Real Estate,ELTY IJ Equity," 17,708 "," 10,902 "," 4,833 "," 2,017 ", 422 ,-19 ,"-1,269 ","-1,605 ",0.4076,1.296,0.139,44.329,11.4573,1.861,47.4991,20.9092,-0.9496,-0.2341,-0.1102,0.116,2.8755,1.728,0.6278
Bakrieland Development Tbk PT,10/04/2012,PEFIN,B,Real Estate,Real Estate,ELTY IJ Equity," 17,708 "," 10,902 "," 4,833 "," 2,017 ", 422 ,-19 ,"-1,269 ","-1,605 ",0.4076,1.296,0.139,44.329,11.4573,1.861,47.4991,20.9092,-0.9496,-0.2341,-0.1102,0.116,2.8755,1.728,0.6278
Bali Towerindo Sentra Tbk PT,01/28/2020,Fitch Nat,BBB,Communication Services,Engineering&Construction,BALI IJ Equity," 4,148 "," 1,898 "," 1,822 ", 618 , 411 , 46 , 380 ,-268 ,0.1405,0.3259,0.0192,95.9955,4.4333,1.9978,54.5208,66.564,7.4528,2.5623,1.2135,0.1628,2.5824,4.7792,5.5597
Bali Towerindo Sentra Tbk PT,06/04/2020,PEFIN,BBB,Communication Services,Engineering&Construction,BALI IJ Equity," 4,148 "," 1,898 "," 1,822 ", 618 , 411 , 46 , 380 ,-268 ,0.1405,0.3259,0.0192,95.9955,4.4333,1.9978,54.5208,66.564,7.4528,2.5623,1.2135,0.1628,2.5824,4.7792,5.5597
Bali Towerindo Sentra Tbk PT,06/15/2017,PEFIN,BBB,Communication Services,Engineering&Construction,BALI IJ Equity," 1,707 ", 702 , 646 , 255 , 156 , 27 , 26 ,-232 ,0.3171,0.4221,0.0185,92.1428,4.1496,1.9992,60.0948,61.1641,10.6561,4.5151,1.864,0.1749,1.249,3.7211,42.8479
Bali Towerindo Sentra Tbk PT,05/06/2020,PEFIN,BBB,Communication Services,Engineering&Construction,BALI IJ Equity," 4,148 "," 1,898 "," 1,822 ", 618 , 411 , 46 , 380 ,-268 ,0.1405,0.3259,0.0192,95.9955,4.4333,1.9978,54.5208,66.564,7.4528,2.5623,1.2135,0.1628,2.5824,4.7792,5.5597
Bali Towerindo Sentra Tbk PT,12/14/2021,Fitch Nat,A,Communication Services,Engineering&Construction,BALI IJ Equity," 4,652 "," 2,180 "," 2,049 ", 779 , 505 , 84 , 347 ,-123 ,0.3881,0.6246,0.1633,94.0096,4.0596,2.3207,54.2781,64.8088,10.8355,4.1389,1.9182,0.177,3.0911,5.6283,5.8477
Bali Towerindo Sentra Tbk PT,03/21/2022,PEFIN,A,Communication Services,Engineering&Construction,BALI IJ Equity," 5,001 "," 2,352 "," 2,293 ", 947 , 639 , 189 , 414 ,-81 ,0.4997,0.7111,0.2123,97.506,3.5872,2.8142,57.5427,67.5281,19.9162,8.3208,3.9061,0.1961,8.07,5.7367,5.8104
Barito Pacific Tbk PT,04/08/2003,PEFIN,WR,Materials,Chemicals,BRPT IJ Equity," 6,784 "," 1,233 "," 3,425 "," 2,270 ", 42 , 244 , 279 , 205 ,0.1013,0.3222,0.0341,277.8804,81.2449,0.0674,8.7371,1.8575,10.7708,#N/A N/A,3.6751,0.3412,5.1318,13.7303,3.5361
Barito Pacific Tbk PT,03/12/2001,PEFIN,D,Materials,Chemicals,BRPT IJ Equity," 6,689 ", 387 ," 4,477 "," 1,421 ",-29 ,"-1,024 ", 7 ,-43 ,0.0224,0.1195,0.0071,1155.7723,#N/A N/A,-0.0519,6.2777,-2.0231,-72.1094,-113.8724,-16.4076,0.2275,7.0145,12.1934,2.8597
Barito Pacific Tbk PT,11/25/2019,PEFIN,A,Materials,Chemicals,BRPT IJ Equity," 101,602 "," 38,982 "," 38,291 "," 43,804 "," 11,030 "," 1,029 "," 7,887 "," 2,084 ",0.9032,1.7485,0.6852,98.226,3.4273,3.8671,26.1883,25.1792,2.3484,6.4325,1.3519,0.5757,4.3775,13.3488,8.7875
Barito Pacific Tbk PT,04/13/2022,PEFIN,A,Materials,Chemicals,BRPT IJ Equity," 131,590 "," 60,827 "," 44,100 "," 45,154 "," 11,293 "," 1,561 "," 5,440 "," 3,238 ",2.2901,3.1464,2.0456,72.5009,3.9244,4.5775,24.8712,25.0091,3.4578,7.0781,1.2889,0.3728,3.2848,12.4039,7.201
Barito Renewables Energy Tbk PT,03/22/2024,PEFIN,AA,Utilities,Electric,BREN IJ Equity," 54,002 "," 10,010 "," 30,588 "," 9,065 "," 7,872 "," 1,637 "," 3,462 "," 3,033 ",1.5243,2.7626,1.0486,305.5748,3.8465,3.8304,#N/A N/A,86.8406,18.0552,33.7994,3.1126,0.1724,#N/A N/A,4.8568,#N/A N/A
Bentoel Internasional Investama Tbk PT,10/01/2009,Fitch Nat,AAA,Consumer Staples,Agriculture,RMBA IJ Equity," 4,456 "," 1,730 "," 1,689 "," 5,941 ", 514 , 239 ,-194 ,-705 ,0.1732,2.4783,0.0623,97.6137,3.284,2.9093,18.796,8.6568,4.0253,14.6185,5.7522,1.429,31.8938,43.1656,2.0308
Bentoel Internasional Investama Tbk PT,11/18/2009,PEFIN,AAA,Consumer Staples,Agriculture,RMBA IJ Equity," 4,456 "," 1,730 "," 1,689 "," 5,941 ", 514 , 239 ,-194 ,-705 ,0.1732,2.4783,0.0623,97.6137,3.284,2.9093,18.796,8.6568,4.0253,14.6185,5.7522,1.429,31.8938,43.1656,2.0308
Bentoel Internasional Investama Tbk PT,10/05/2007,PEFIN,A,Consumer Staples,Agriculture,RMBA IJ Equity," 2,348 "," 1,191 ", 488 ," 2,997 ", 207 , 146 ,-115 ,-210 ,0.5028,1.6073,0.4113,41.0085,2.3564,4.7402,23.3939,6.9173,4.856,12.625,6.9451,1.4302,38.3704,36.4594,3.1894
Berlian Laju Tanker Tbk PT,11/02/2001,PEFIN,WR,Industrials,Transportation,BLTA IJ Equity," 2,939 ", 864 ," 1,862 ", 635 , 340 , 25 , 195 , 191 ,0.6905,0.7401,0.4548,215.462,5.4765,2.2545,#N/A N/A,53.5045,4.0063,3.3641,0.9824,0.2452,#N/A N/A,7.0128,#N/A N/A
Berlian Laju Tanker Tbk PT,02/23/2012,PEFIN,SD,Industrials,Transportation,BLTA IJ Equity," 15,780 ","-3,850 "," 16,036 "," 2,821 ", 869 ,"-8,706 ", 362 ,-906 ,0.0967,0.2826,0.0171,#N/A N/A,17.7126,0.5724,-28.9486,30.8039,-308.576,#N/A N/A,-43.492,0.1409,6.9105,2.5243,4.7855
Berlian Laju Tanker Tbk PT,01/27/2012,PEFIN,CCC,Industrials,Transportation,BLTA IJ Equity," 15,780 ","-3,850 "," 16,036 "," 2,821 ", 869 ,"-8,706 ", 362 ,-906 ,0.0967,0.2826,0.0171,#N/A N/A,17.7126,0.5724,-28.9486,30.8039,-308.576,#N/A N/A,-43.492,0.1409,6.9105,2.5243,4.7855
Berlian Laju Tanker Tbk PT,01/17/2012,PEFIN,BBB,Industrials,Transportation,BLTA IJ Equity," 15,780 ","-3,850 "," 16,036 "," 2,821 ", 869 ,"-8,706 ", 362 ,-906 ,0.0967,0.2826,0.0171,#N/A N/A,17.7126,0.5724,-28.9486,30.8039,-308.576,#N/A N/A,-43.492,0.1409,6.9105,2.5243,4.7855
Berlian Laju Tanker Tbk PT,05/14/2007,PEFIN,AA,Industrials,Transportation,BLTA IJ Equity," 8,206 "," 3,131 "," 4,518 "," 3,074 "," 1,337 "," 1,205 ", 661 , 184 ,1.4199,1.5333,1.0258,144.287,3.3786,4.0754,36.5118,43.5038,39.2116,46.9022,14.9589,0.3815,14.8364,6.7116,33.4239
Berlian Laju Tanker Tbk PT,04/13/2009,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 24,976 "," 5,897 "," 14,877 "," 7,006 "," 2,997 "," 1,558 "," 3,022 ","-1,199 ",0.6433,0.7141,0.4298,252.2649,4.9643,2.7103,32.0266,42.7764,22.238,33.8207,6.8264,0.307,28.7683,7.9072,36.8454
Berlian Laju Tanker Tbk PT,06/30/2004,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 3,010 "," 1,082 "," 1,839 ", 970 , 339 , 149 , 248 ,-150 ,1.6282,1.9701,1.1769,169.999,5.4241,3.2335,27.0419,34.9618,15.3784,14.3427,5.3255,0.3463,29.8426,7.5918,38.6055
Berlian Laju Tanker Tbk PT,06/03/2010,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 23,680 "," 5,861 "," 14,148 "," 6,424 "," 2,449 ","-2,970 "," 1,067 ",-359 ,0.6598,0.7585,0.3677,241.3732,6.3297,2.2133,21.4821,38.1303,-46.2324,-50.1959,-12.1563,0.2629,18.8187,5.5346,34.7625
Berlian Laju Tanker Tbk PT,05/28/2002,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 3,290 "," 1,082 "," 2,013 ", 880 , 460 , 113 , 236 ,-85 ,0.6251,0.7877,0.3252,186.1251,4.3772,3.0933,#N/A N/A,52.2738,12.8234,11.5983,3.6226,0.2825,#N/A N/A,6.4664,#N/A N/A
Berlian Laju Tanker Tbk PT,05/16/2000,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 2,242 ", 649 ," 1,397 ", 513 , 295 , 133 , 174 ,-91 ,0.3434,0.3941,0.1694,215.1329,4.7437,2.7662,#N/A N/A,57.4651,25.8801,20.3758,5.7258,0.2212,#N/A N/A,6.2367,#N/A N/A
Berlian Laju Tanker Tbk PT,04/09/2008,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 20,669 "," 3,316 "," 16,442 "," 3,642 "," 1,426 ", 759 , 820 ,"-6,879 ",0.6492,0.6972,0.5119,495.904,11.5298,2.8764,31.2236,39.1584,20.841,23.5462,5.2571,0.2522,22.1666,5.9678,28.1828
Berlian Laju Tanker Tbk PT,07/06/2006,PEFIN,A,Industrials,Transportation,BLTA IJ Equity," 7,909 "," 2,008 "," 5,296 "," 2,617 "," 1,267 ", 645 , 970 ,"-1,423 ",1.3332,1.4605,1.0359,263.7182,4.1807,5.1348,40.0649,48.4061,24.6518,35.1232,10.4887,0.4255,14.0989,8.5815,37.7876
Berlina Tbk PT,08/26/2019,Fitch Nat,WD,Materials,Packaging&Containers,BRNA IJ Equity," 2,461 "," 1,123 ", 860 ," 1,319 ", 242 ,-34 , 56 ,-56 ,0.4951,0.9839,0.1284,76.5547,3.5509,2.8543,6.4007,18.3552,-2.5488,-3.5928,-1.5195,0.5962,6.0578,4.299,4.6317
Berlina Tbk PT,09/04/2009,Fitch Nat,BBB,Materials,Packaging&Containers,BRNA IJ Equity, 432 , 200 , 142 , 480 , 71 , 19 , 16 ,-9 ,1.6126,2.3332,0.5626,71.0788,1.9939,4.252,19.1612,14.8879,4.0444,11.5444,4.739,1.1718,9.4034,5.3702,8.0685
Berlina Tbk PT,03/27/2019,Fitch Nat,BBB,Materials,Packaging&Containers,BRNA IJ Equity," 2,461 "," 1,123 ", 860 ," 1,319 ", 242 ,-34 , 56 ,-56 ,0.4951,0.9839,0.1284,76.5547,3.5509,2.8543,6.4007,18.3552,-2.5488,-3.5928,-1.5195,0.5962,6.0578,4.299,4.6317
Berlina Tbk PT,06/20/2012,Fitch Nat,A,Materials,Packaging&Containers,BRNA IJ Equity, 644 , 255 , 205 , 679 , 121 , 40 , 97 , 33 ,0.6008,1.0093,0.1505,80.5398,1.6998,4.7738,21.8466,17.7513,5.8922,18.4438,6.6999,1.1371,6.4302,5.0431,6.1647
Bio Farma PT,09/18/2018,PEFIN,AAA,Health Care,Biotechnology,1651555D IJ Equity," 6,449 "," 5,650 ", -   ," 3,012 ", #N/A N/A , 525 , 366 , 73 ,1.1779,3.389,0.6376,0,#N/A N/A,#N/A N/A,44.9745,#N/A N/A,17.4446,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Buana Lintas Lautan Tbk PT,05/18/2021,Fitch Nat,NR,Industrials,Transportation,BULL IJ Equity," 11,530 "," 4,874 "," 6,003 "," 2,834 "," 1,721 ", 525 ," 1,040 ","-2,637 ",0.2592,1.001,0.0612,123.1496,3.6509,3.0069,50.132,60.7265,18.5177,11.8244,5.2223,0.282,6.9903,5.9458,26.3898
Buana Lintas Lautan Tbk PT,04/14/2021,Fitch Nat,BBB,Industrials,Transportation,BULL IJ Equity," 11,530 "," 4,874 "," 6,003 "," 2,834 "," 1,721 ", 525 ," 1,040 ","-2,637 ",0.2592,1.001,0.0612,123.1496,3.6509,3.0069,50.132,60.7265,18.5177,11.8244,5.2223,0.282,6.9903,5.9458,26.3898
Buana Lintas Lautan Tbk PT,09/18/2019,Fitch Nat,A,Industrials,Transportation,BULL IJ Equity," 4,761 "," 2,796 "," 1,595 "," 1,217 ", 607 , 192 , 304 , 220 ,0.7933,1.3158,0.2832,57.0502,2.595,4.335,39.311,49.8752,15.8171,8.2854,4.2159,0.2665,4.3188,3.804,21.9777
Budi Starch & Sweetener Tbk PT,10/01/2002,PEFIN,WR,Consumer Staples,Chemicals,BUDI IJ Equity," 1,003 ", 158 , 754 , 824 , 147 ,-17 , 51 ,-37 ,0.8563,1.2516,0.146,477.4622,5.1358,1.8559,18.259,17.8219,-2.0538,-11.8553,-1.7014,0.8284,20.1655,3.8491,7.1898
Budi Starch & Sweetener Tbk PT,05/19/2000,PEFIN,BBB,Consumer Staples,Chemicals,BUDI IJ Equity, 876 , 311 , 477 , 734 , 183 , 81 , 132 , 57 ,2.0572,2.7797,0.8797,153.503,2.6,2.9591,25.3288,24.9681,11.0472,36.8951,9.6661,0.875,36.7343,3.8969,8.1397
Bukaka Teknik Utama Tbk PT,10/01/2018,PEFIN,BBB,Industrials,Engineering&Construction,BUKK IJ Equity," 3,507 "," 1,557 ", 769 ," 2,456 ", 302 , 181 , 168 , 38 ,0.3051,1.0675,0.1572,49.4004,2.5501,4.9138,15.8331,12.2846,7.3524,13.0543,6.2614,0.8516,14.5297,8.7764,2.7613
Bukit Asam Tbk PT,10/16/2023,PEFIN,AA,Energy,Coal,PTBA IJ Equity," 45,359 "," 28,916 "," 1,362 "," 42,649 "," 16,478 "," 12,568 "," 12,527 "," 11,638 ",1.8924,2.283,1.5645,4.7109,0.0827,117.3135,42.1263,38.6369,29.4678,47.6363,30.8472,1.0468,17.037,12.9047,9.7853
Bukit Uluwatu Villa Tbk PT,11/09/2011,PEFIN,BBB,Consumer Discretionary,Real Estate,BUVA IJ Equity, 882 , 460 , 359 , 166 , 83 , 41 , 15 ,-6 ,0.7755,0.8281,0.4721,78.0667,4.3388,3.8331,72.2605,49.7596,24.5515,12.3021,5.7025,0.2323,7.3394,6.0396,18.8549
Bumi Resources Tbk PT,11/08/2024,PEFIN,A,Energy,Coal,BUMI IJ Equity," 64,688 "," 42,709 "," 4,719 "," 25,596 "," 1,534 ", 166 ,"-1,365 ","-1,837 ",0.3035,0.8977,0.0978,11.0488,3.0442,4.4674,8.1726,5.9949,0.6502,0.6999,0.2514,0.3866,10.3912,10.6157,50.8489
Bumi Serpong Damai Tbk PT,10/14/2010,PEFIN,BBB,Real Estate,Real Estate,BSDE IJ Equity," 9,335 "," 5,468 "," 1,525 "," 2,410 ", 950 , 309 , 422 , 376 ,1.0098,2.6668,0.9879,27.8943,1.6058,4.2624,56.9619,39.4046,12.8088,9.2736,4.5018,0.3515,60.8226,89.528,0.4563
Bumi Serpong Damai Tbk PT,09/20/2006,PEFIN,BBB,Real Estate,Real Estate,BSDE IJ Equity," 3,053 "," 1,079 ", 247 , 939 , 99 , 43 , 551 , 164 ,0.2749,1.0936,0.239,22.8621,2.498,2.7438,37.9039,10.5209,4.6215,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Bumi Serpong Damai Tbk PT,11/04/2009,PEFIN,BBB,Real Estate,Real Estate,BSDE IJ Equity," 4,381 "," 2,075 ", 843 ," 1,386 ", 425 , 223 , 425 , 317 ,0.6752,1.9424,0.666,40.6017,1.9841,2.3594,46.2915,30.6362,16.1215,13.3667,5.5942,0.347,30.8781,41.4957,0.4855
Bumi Serpong Damai Tbk PT,01/12/2024,PEFIN,AA,Real Estate,Real Estate,BSDE IJ Equity," 66,828 "," 41,202 "," 11,833 "," 11,539 "," 3,477 "," 1,945 "," 1,208 ", 631 ,0.9304,2.4689,0.9084,28.7199,3.4035,2.1478,55.5647,30.1297,16.8597,5.5499,2.9515,0.1751,7.07,52.0592,0.381
Bumi Serpong Damai Tbk PT,04/11/2013,PEFIN,AA,Real Estate,Real Estate,BSDE IJ Equity," 16,757 "," 10,532 "," 1,125 "," 3,728 "," 1,504 "," 1,286 ", 361 , 306 ,1.4146,2.902,1.3965,10.6859,0.7484,16.6345,63.8709,40.3367,34.4987,17.3919,8.7059,0.2524,15.38,58.4628,0.4217
Bumi Serpong Damai Tbk PT,01/14/2011,PEFIN,A,Real Estate,Real Estate,BSDE IJ Equity," 11,695 "," 7,415 "," 1,306 "," 2,477 ", 997 , 394 , 711 , 679 ,1.5594,2.8851,1.5265,17.6112,1.3096,5.2571,62.0334,40.254,15.9213,7.3613,3.7509,0.2356,40.8943,40.9289,0.3276
Bumi Serpong Damai Tbk PT,06/04/2012,PEFIN,A,Real Estate,Real Estate,BSDE IJ Equity," 12,787 "," 8,257 ", 663 ," 2,806 "," 1,041 ", 841 ," 1,073 ", 904 ,1.0953,2.1376,1.0734,8.0342,0.6372,6.8179,63.6082,37.1009,29.96,12.9303,6.8685,0.2293,38.2187,36.1483,0.3464
Chandra Asri Pacific Tbk PT,10/16/2019,Fitch Nat,WD,Materials,Chemicals,TPIA IJ Equity," 45,784 "," 25,537 "," 8,773 "," 36,222 "," 5,649 "," 2,587 "," 5,215 ", 173 ,1.2951,2.0518,1.0683,34.3525,1.533,4.7148,15.3542,15.5962,7.1426,10.6002,5.897,0.8256,4.1496,14.2224,8.6496
Chandra Asri Pacific Tbk PT,10/24/2017,Fitch Nat,AA,Materials,Chemicals,TPIA IJ Equity," 28,830 "," 15,458 "," 5,754 "," 25,674 "," 6,650 "," 3,990 "," 5,984 "," 5,073 ",0.9608,1.5256,0.6582,37.2247,0.8499,18.8349,25.6079,25.9027,15.5422,29.7768,15.0322,0.9672,5.0955,20.9997,7.5998
Chandra Asri Pacific Tbk PT,10/09/2017,PEFIN,AA,Materials,Chemicals,TPIA IJ Equity," 28,830 "," 15,458 "," 5,754 "," 25,674 "," 6,650 "," 3,990 "," 5,984 "," 5,073 ",0.9608,1.5256,0.6582,37.2247,0.8499,18.8349,25.6079,25.9027,15.5422,29.7768,15.0322,0.9672,5.0955,20.9997,7.5998
Chandra Asri Pacific Tbk PT,03/27/2019,Fitch Nat,A,Materials,Chemicals,TPIA IJ Equity," 45,784 "," 25,537 "," 8,773 "," 36,222 "," 5,649 "," 2,587 "," 5,215 ", 173 ,1.2951,2.0518,1.0683,34.3525,1.533,4.7148,15.3542,15.5962,7.1426,10.6002,5.897,0.8256,4.1496,14.2224,8.6496
Chandra Asri Pacific Tbk PT,10/03/2016,PEFIN,A,Materials,Chemicals,TPIA IJ Equity," 25,805 "," 12,288 "," 7,589 "," 18,458 "," 2,140 ", 353 ," 1,077 ","-1,723 ",0.3794,1.1029,0.2563,61.7615,3.4295,10.3602,10.5787,11.5938,1.9118,3.03,1.3913,0.7277,3.8673,18.8058,6.2091
Charoen Pokphand Indonesia Tbk PT,06/15/2006,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 2,620 ", 635 ," 1,013 "," 5,540 ", 361 , 41 , 299 , 256 ,0.529,1.3181,0.0888,159.4304,2.8057,2.7837,15.0469,6.5145,0.7429,6.6967,1.5685,2.1114,10.707,11.0289,5.9723
Charoen Pokphand Indonesia Tbk PT,04/16/2004,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 2,507 ", 829 ," 1,110 "," 4,299 ", 125 ,-22 ,-283 ,-483 ,0.9905,1.961,0.3064,133.9256,8.8855,1.031,11.322,2.907,-0.5075,-2.4685,-0.9496,1.8713,14.8166,10.2351,5.7688
Charoen Pokphand Indonesia Tbk PT,05/13/2005,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 2,628 ", 594 ," 1,221 "," 4,815 ",-15 ,-198 ,-107 ,-196 ,0.5259,1.1951,0.097,205.5152,#N/A N/A,-0.1116,7.7562,-0.3131,-4.1195,-27.8759,-7.7252,1.8753,13.4659,9.1602,6.0864
Charoen Pokphand Indonesia Tbk PT,12/23/2005,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 2,628 ", 594 ," 1,221 "," 4,815 ",-15 ,-198 ,-107 ,-196 ,0.5259,1.1951,0.097,205.5152,#N/A N/A,-0.1116,7.7562,-0.3131,-4.1195,-27.8759,-7.7252,1.8753,13.4659,9.1602,6.0864
Charoen Pokphand Indonesia Tbk PT,09/22/2005,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 2,628 ", 594 ," 1,221 "," 4,815 ",-15 ,-198 ,-107 ,-196 ,0.5259,1.1951,0.097,205.5152,#N/A N/A,-0.1116,7.7562,-0.3131,-4.1195,-27.8759,-7.7252,1.8753,13.4659,9.1602,6.0864
Charoen Pokphand Indonesia Tbk PT,05/31/2007,PEFIN,BBB,Consumer Staples,Agriculture,CPIN IJ Equity," 3,160 ", 926 ," 1,156 "," 6,662 ", 494 , 157 , 132 ,-11 ,0.4782,1.5846,0.1192,124.8146,2.3393,3.1962,17.0565,7.4166,2.3576,20.2168,5.4343,2.3051,11.581,14.4413,5.4286
Charoen Pokphand Indonesia Tbk PT,10/05/2001,PEFIN,A,Consumer Staples,Agriculture,CPIN IJ Equity," 2,015 ", 697 , 993 ," 2,877 ", 449 , 129 , 365 , 296 ,2.0996,3.3543,1.5981,142.4296,2.2088,4.9431,22.4094,15.618,4.4943,21.5375,6.6356,1.4764,17.8894,13.4622,5.027
Ciliandra Perkasa PT,06/06/2008,Fitch Nat,A,Consumer Staples,Agriculture,1754889Z IJ Equity," 3,748 "," 1,271 ", 516 ," 1,516 ", 889 , 333 , 604 , 6 ,1.875,2.7286,1.7914,40.62,0.5807,4.7845,57.2426,58.6355,21.9421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Ciliandra Perkasa PT,10/06/2009,PEFIN,A,Consumer Staples,Agriculture,1754889Z IJ Equity," 4,543 "," 1,773 ", 508 ," 2,541 "," 1,351 ", 438 , 908 , 101 ,1.3239,1.9005,1.227,28.6781,0.3762,5.743,58.6029,53.1755,17.2503,42.6363,10.5746,0.613,12.0795,63.3789,5.9448
Ciputra Development Tbk PT,07/18/2001,PEFIN,WR,Real Estate,Real Estate,CTRA IJ Equity," 4,848 ",-371 ," 3,029 ", 268 , 46 ,-734 , 123 , 108 ,0.0746,0.3709,0.0499,#N/A N/A,65.6145,0.1507,50.1587,17.2203,-273.7982,#N/A N/A,-15.7355,0.0575,52.1496,3.5533,0.1524
Ciputra Residence PT,09/04/2017,Fitch Nat,AA,Real Estate,Real Estate,0793375D IJ Equity," 7,224 "," 2,906 "," 1,561 "," 1,498 ", 606 , 429 , 362 , 185 ,0.6528,2.4125,0.6006,53.7121,2.5771,4.8833,61.2845,40.4333,28.6375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Ciputra Residence PT,09/04/2017,Fitch Nat,A,Real Estate,Real Estate,0793375D IJ Equity," 7,224 "," 2,906 "," 1,561 "," 1,498 ", 606 , 429 , 362 , 185 ,0.6528,2.4125,0.6006,53.7121,2.5771,4.8833,61.2845,40.4333,28.6375,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,03/31/2004,PEFIN,WR,Industrials,Commercial Services,CMNP IJ Equity," 1,642 "," 1,050 ", 497 , 355 , 215 , 124 , 160 , 148 ,0.4579,0.4821,0.4579,47.32,2.3136,3.6178,#N/A N/A,60.5784,34.9513,16.3732,8.6296,0.2469,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,02/28/2002,PEFIN,SD,Industrials,Commercial Services,CMNP IJ Equity," 1,328 ", 383 , 915 , 348 , 219 ,-406 , 170 , 142 ,0.9924,1.0456,0.9924,239.1431,4.1791,2.4066,#N/A N/A,62.9924,-116.8956,-70.0365,-27.084,0.2317,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,01/31/2002,PEFIN,CCC,Industrials,Commercial Services,CMNP IJ Equity," 1,328 ", 383 , 915 , 348 , 219 ,-406 , 170 , 142 ,0.9924,1.0456,0.9924,239.1431,4.1791,2.4066,#N/A N/A,62.9924,-116.8956,-70.0365,-27.084,0.2317,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,10/16/2009,PEFIN,BBB,Industrials,Commercial Services,CMNP IJ Equity," 2,791 "," 1,473 "," 1,238 ", 572 , 376 , 72 , 188 ,-10 ,0.0659,0.08,0.0659,84.0499,3.2949,2.9225,64.747,65.668,12.6641,5.2184,2.6306,0.2077,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,07/14/2009,PEFIN,BBB,Industrials,Commercial Services,CMNP IJ Equity," 2,791 "," 1,473 "," 1,238 ", 572 , 376 , 72 , 188 ,-10 ,0.0659,0.08,0.0659,84.0499,3.2949,2.9225,64.747,65.668,12.6641,5.2184,2.6306,0.2077,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,08/28/2000,PEFIN,BB,Industrials,Commercial Services,CMNP IJ Equity," 1,614 ", 768 , 810 , 282 , 178 ,-111 , 103 , 99 ,2.6442,2.9185,2.6442,105.5144,4.5595,1.3109,#N/A N/A,63.1346,-39.4107,-13.3734,-5.3013,0.1345,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,12/31/2001,PEFIN,BB,Industrials,Commercial Services,CMNP IJ Equity," 1,674 ", 787 , 846 , 318 , 211 , 14 , 164 , 151 ,3.9673,4.186,3.9673,107.5748,4.0116,1.9456,#N/A N/A,66.4102,4.5315,1.8517,0.8755,0.1932,#N/A N/A,#N/A N/A,#N/A N/A
Citra Marga Nusaphala Persada Tbk PT,06/18/2012,PEFIN,A,Industrials,Commercial Services,CMNP IJ Equity," 3,199 "," 2,161 ", 949 , 803 , 540 , 357 , 430 , 410 ,6.047,6.1182,6.0247,43.9317,1.7592,8.6623,68.6578,67.1614,44.4387,18.4162,11.7546,0.2645,#N/A N/A,601.8108,#N/A N/A
Dankos Laboratories Tbk PT,10/27/2003,PEFIN,A,Health Care,Pharmaceuticals,DNKS IJ Equity, 661 , #N/A N/A , 212 ," 1,065 ", 217 , 93 , 132 , 68 ,1.8248,2.4896,0.8843,#N/A N/A,0.9745,5.1326,48.611,20.4033,8.7453,#N/A N/A,15.1569,1.7332,12.7747,7.4174,6.152
Dankos Laboratories Tbk PT,09/11/2000,PEFIN,A,Health Care,Pharmaceuticals,DNKS IJ Equity, 402 , 122 , 226 , 376 , 85 , 51 , 43 , 37 ,1.4796,2.0875,0.715,184.8531,2.6537,3.6086,48.4488,22.6611,13.4355,55.1481,12.2454,0.9114,14.2912,6.5131,4.3561
